0.000000000000000000e+00 0.000000000000000000e+00
2.020202020202020166e-01 4.751302369933789615e-06
6.060606060606060774e-01 5.650631368824885598e-05
1.010101010101010166e+00 2.013539167154020830e-04
1.414141414141414144e+00 4.100139025966824326e-04
1.818181818181818343e+00 6.552832937820984686e-04
2.222222222222222321e+00 9.139105914315359984e-04
2.626262626262626299e+00 1.171858272541685415e-03
3.030303030303030276e+00 1.421027087225193919e-03
3.434343434343434254e+00 1.646852777608252176e-03
3.838383838383838231e+00 1.865654045854117388e-03
4.242424242424242209e+00 2.061336565248209334e-03
4.646464646464647075e+00 2.252408831888701602e-03
5.050505050505050164e+00 2.420787201317426470e-03
5.454545454545455030e+00 2.581144530510037435e-03
5.858585858585858119e+00 2.723173008385981319e-03
6.262626262626262985e+00 2.849561236184878533e-03
6.666666666666666075e+00 2.989411707087463645e-03
7.070707070707070940e+00 3.096854549490858210e-03
7.474747474747474030e+00 3.196792044590707378e-03
7.878787878787878896e+00 3.316564432667846573e-03
8.282828282828283761e+00 3.379897154733216454e-03
8.686868686868686851e+00 3.478946971041584936e-03
9.090909090909091717e+00 3.564145092589768651e-03
9.494949494949494806e+00 3.613819555494892158e-03
9.898989898989899672e+00 3.694384869612916608e-03
1.030303030303030276e+01 3.755944444444444565e-03
1.070707070707070763e+01 3.816117647058823569e-03
1.111111111111111072e+01 3.887764705882353154e-03
1.151515151515151558e+01 3.960312500000000291e-03
1.191919191919191867e+01 3.966312500000000220e-03
1.232323232323232354e+01 4.050133333333333190e-03
1.272727272727272663e+01 4.081500000000000059e-03
1.313131313131313149e+01 4.152199999999999988e-03
1.353535353535353636e+01 4.211071428571428604e-03
1.393939393939393945e+01 4.243923076923076555e-03
1.434343434343434431e+01 4.252307692307692386e-03
1.474747474747474740e+01 4.314153846153846034e-03
1.515151515151515227e+01 4.362153846153846333e-03
1.555555555555555536e+01 4.399583333333333471e-03
1.595959595959596022e+01 4.417500000000000419e-03
1.636363636363636687e+01 4.488727272727272705e-03
1.676767676767676818e+01 4.507166666666666266e-03
1.717171717171716949e+01 4.501363636363636678e-03
1.757575757575757791e+01 4.558272727272727649e-03
1.797979797979797922e+01 4.576900000000000066e-03
1.838383838383838054e+01 4.593090909090909515e-03
1.878787878787878896e+01 4.624399999999999865e-03
1.919191919191919027e+01 4.679599999999999906e-03
1.959595959595959869e+01 4.673400000000000297e-03
2.000000000000000000e+01 4.735299999999999579e-03
2.040404040404040131e+01 4.773666666666666510e-03
2.080808080808080973e+01 4.770888888888888749e-03
2.121212121212121104e+01 4.771222222222221837e-03
2.161616161616161946e+01 4.827777777777778057e-03
2.202020202020202078e+01 4.849333333333333100e-03
2.242424242424242209e+01 4.862000000000000002e-03
2.282828282828283051e+01 4.862875000000000010e-03
2.323232323232323182e+01 4.896250000000000428e-03
2.363636363636363313e+01 4.902444444444444514e-03
2.404040404040404155e+01 4.901874999999999982e-03
2.444444444444444287e+01 4.929875000000000229e-03
2.484848484848485128e+01 4.931124999999999745e-03
2.525252525252525260e+01 4.979285714285713871e-03
2.565656565656565391e+01 5.009374999999999939e-03
2.606060606060606233e+01 5.019857142857142747e-03
2.646464646464646364e+01 5.041750000000000224e-03
2.686868686868687206e+01 5.020857142857142880e-03
2.727272727272727337e+01 5.069428571428571083e-03
2.767676767676767469e+01 5.065000000000000058e-03
2.808080808080808310e+01 5.087999999999999641e-03
2.848484848484848442e+01 5.092000000000000172e-03
2.888888888888888573e+01 5.047428571428571632e-03
2.929292929292929415e+01 5.062166666666667071e-03
2.969696969696969546e+01 5.123285714285713902e-03
3.010101010101010388e+01 5.127833333333333202e-03
3.050505050505050519e+01 5.168999999999999984e-03
3.090909090909090651e+01 5.134666666666666719e-03
3.131313131313131493e+01 5.160833333333333245e-03
3.171717171717171624e+01 5.185714285714285686e-03
3.212121212121211755e+01 5.182666666666667019e-03
3.252525252525252597e+01 5.155833333333333449e-03
3.292929292929292728e+01 5.185166666666666917e-03
3.333333333333332860e+01 5.234400000000000164e-03
3.373737373737373701e+01 5.194166666666666377e-03
3.414141414141413833e+01 5.239666666666666778e-03
3.454545454545454675e+01 5.260166666666666463e-03
3.494949494949494806e+01 5.310600000000000390e-03
3.535353535353534937e+01 5.301666666666666333e-03
3.575757575757575779e+01 5.350200000000000268e-03
3.616161616161615910e+01 5.255000000000000122e-03
3.656565656565656042e+01 5.334799999999999785e-03
3.696969696969696884e+01 5.399166666666666697e-03
3.737373737373737015e+01 5.340799999999999714e-03
3.777777777777777857e+01 5.377800000000000288e-03
3.818181818181817988e+01 5.354799999999999838e-03
3.858585858585858119e+01 5.341000000000000261e-03
3.898989898989898961e+01 5.382800000000000085e-03
3.939393939393939092e+01 5.368200000000000055e-03
3.979797979797979934e+01 5.359799999999999634e-03
4.020202020202020066e+01 5.409399999999999972e-03
